Sample Name	Protocol REF	Parameter Value[QA Instrument]	Parameter Value[QA Assay]	Parameter Value[QA Score]	Unit	Term Source REF	Term Accession Number	Extract Name	Protocol REF	Parameter Value[Spike-in Quality Control]	Term Source REF	Term Accession Number	Parameter Value[Spike-in Mix Number]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[library selection]	Parameter Value[library layout]	Parameter Value[stranded]	Parameter Value[Library QA Instrument]	Term Source REF	Term Accession Number	Parameter Value[Library QA Assay]	Term Source REF	Term Accession Number	Parameter Value[Fragment Size]	Unit	Term Source REF	Term Accession Number	Comment[Library Prep Date]	Protocol REF	Parameter Value[sequencing instrument]	Parameter Value[Read Length]	Unit	Term Source REF	Term Accession Number	Parameter Value[base caller]	Assay Name	Raw Data File	Protocol REF	Parameter Value[rRNA Contamination]	Unit	Term Source REF	Term Accession Number	Parameter Value[Read Depth]	Unit	Term Source REF	Term Accession Number	Parameter Value[Raw sequence data/MultiQC Reports]
RR8_LVR_VIV_LAR_OLD_VL8	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	8.6	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_LAR_OLD_VL8	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 1			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			345	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	24-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_LAR_OLD_VL8_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_LAR_OLD_VL8_R2_raw.fastq.gz	GeneLab raw data processing protocol	0.28	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	61636604	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_LAR_YNG_VL9	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	8.3	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_LAR_YNG_VL9	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 1			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			298	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	2-Dec-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_LAR_YNG_VL9_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_LAR_YNG_VL9_R2_raw.fastq.gz	GeneLab raw data processing protocol	1.29	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	67787073	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_LAR_YNG_VL10	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	8.7	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_LAR_YNG_VL10	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 1			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			362	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	10-Feb-21	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_LAR_YNG_VL10_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_LAR_YNG_VL10_R2_raw.fastq.gz	GeneLab raw data processing protocol	3.41	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	63503305	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_LAR_OLD_VL11	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	9.6	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_LAR_OLD_VL11	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 1			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			352	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	10-Feb-21	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_LAR_OLD_VL11_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_LAR_OLD_VL11_R2_raw.fastq.gz	GeneLab raw data processing protocol	1.19	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	56543547	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_LAR_OLD_VL12	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	9.3	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_LAR_OLD_VL12	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 1			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			362	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	10-Feb-21	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_LAR_OLD_VL12_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_LAR_OLD_VL12_R2_raw.fastq.gz	GeneLab raw data processing protocol	1.36	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	66605162	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_LAR_YNG_VL14	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	10	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_LAR_YNG_VL14	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 1			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			344	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	14-Dec-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_LAR_YNG_VL14_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_LAR_YNG_VL14_R2_raw.fastq.gz	GeneLab raw data processing protocol	0.66	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	65371969	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_LAR_OLD_VL15	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	10	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_LAR_OLD_VL15	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 1			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			347	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	14-Dec-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_LAR_OLD_VL15_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_LAR_OLD_VL15_R2_raw.fastq.gz	GeneLab raw data processing protocol	0.41	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	59071333	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_LAR_OLD_VL16	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	9.6	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_LAR_OLD_VL16	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 1			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			306/392	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	24-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_LAR_OLD_VL16_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_LAR_OLD_VL16_R2_raw.fastq.gz	GeneLab raw data processing protocol	1.42	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	56531360	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_LAR_YNG_VL17	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	9.7	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_LAR_YNG_VL17	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 1			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			368	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	2-Dec-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_LAR_YNG_VL17_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_LAR_YNG_VL17_R2_raw.fastq.gz	GeneLab raw data processing protocol	7.27	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	62902992	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_LAR_YNG_VL18	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	9.7	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_LAR_YNG_VL18	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 1			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			345	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	10-Feb-21	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_LAR_YNG_VL18_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_LAR_YNG_VL18_R2_raw.fastq.gz	GeneLab raw data processing protocol	0.91	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	56697787	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_VIV_LAR_OLD_VL20	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	9.2	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_VIV_LAR_OLD_VL20	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 1			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			313	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	10-Feb-21	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_VIV_LAR_OLD_VL20_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_VIV_LAR_OLD_VL20_R2_raw.fastq.gz	GeneLab raw data processing protocol	0.75	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	66681571	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
